,coords,category,lat,long
495,124.552177/11.33877,Medical Response,124.552177,11.33877
496,122.650482/10.84919,Medical Response,122.650482,10.84919
497,124.552177/11.33877,Medical Response,124.552177,11.33877
498,124.552177/11.33877,Medical Response,124.552177,11.33877
499,124.552177/11.33877,Medical Response,124.552177,11.33877
500,124.552177/11.33877,Medical Response,124.552177,11.33877
501,122.650482/10.84919,Medical Response,122.650482,10.84919
502,124.552177/11.33877,Medical Response,124.552177,11.33877
503,121.576851/14.69707,Food & Clothes,121.576851,14.69707
504,124.552177/11.33877,Medical Response,124.552177,11.33877
505,122.650482/10.84919,Medical Response,122.650482,10.84919
506,124.552177/11.33877,Medical Response,124.552177,11.33877
507,124.552177/11.33877,Medical Response,124.552177,11.33877
508,124.552177/11.33877,Medical Response,124.552177,11.33877
509,125.149437/10.62223,Medical Response,125.149437,10.62223
510,123.10968/11.13913,Medical Response,123.10968,11.13913
511,125.149437/10.62223,Medical Response,125.149437,10.62223
512,126.124962/9.84158,Medical Response,126.124962,9.84158
513,122.579987/11.24989,Medical Response,122.579987,11.24989
514,124.552177/11.33877,Medical Response,124.552177,11.33877
515,124.552177/11.33877,Medical Response,124.552177,11.33877
516,124.552177/11.33877,Food & Clothes,124.552177,11.33877
517,122.579987/11.24989,Medical Response,122.579987,11.24989
518,124.552177/11.33877,Medical Response,124.552177,11.33877
519,124.552177/11.33877,Medical Response,124.552177,11.33877
520,124.552177/11.33877,Medical Response,124.552177,11.33877
521,124.552177/11.33877,Medical Response,124.552177,11.33877
522,124.552177/11.33877,Medical Response,124.552177,11.33877
523,122.579987/11.24989,Medical Response,122.579987,11.24989
524,124.552177/11.33877,Medical Response,124.552177,11.33877
525,125.149437/10.62223,Medical Response,125.149437,10.62223
526,124.552177/11.33877,Medical Response,124.552177,11.33877
527,124.552177/11.33877,Medical Response,124.552177,11.33877
528,124.552177/11.33877,Medical Response,124.552177,11.33877
529,124.552177/11.33877,Medical Response,124.552177,11.33877
530,122.890266/11.477714,Food & Clothes,122.890266,11.477714
531,124.552177/11.33877,Medical Response,124.552177,11.33877
532,124.552177/11.33877,Medical Response,124.552177,11.33877
533,126.124962/9.84158,Medical Response,126.124962,9.84158
534,124.552177/11.33877,Medical Response,124.552177,11.33877
535,124.552177/11.33877,Medical Response,124.552177,11.33877
536,121.576851/14.69707,Medical Response,121.576851,14.69707
537,122.579987/11.24989,Medical Response,122.579987,11.24989
538,122.579987/11.24989,Medical Response,122.579987,11.24989
539,122.578743/11.09532,Medical Response,122.578743,11.09532
540,122.888893/11.26843,Medical Response,122.888893,11.26843
541,122.579987/11.24989,Food & Clothes,122.579987,11.24989
542,122.650482/10.84919,Food & Clothes,122.650482,10.84919
543,122.579987/11.24989,Food & Clothes,122.579987,11.24989
544,122.579987/11.24989,Medical Response,122.579987,11.24989
545,122.579987/11.24989,Medical Response,122.579987,11.24989
546,124.552177/11.33877,Medical Response,124.552177,11.33877
547,122.579987/11.24989,Medical Response,122.579987,11.24989
548,125.149437/10.62223,Medical Response,125.149437,10.62223
549,124.552177/11.33877,Medical Response,124.552177,11.33877
550,124.552177/11.33877,Medical Response,124.552177,11.33877
551,122.579987/11.24989,Medical Response,122.579987,11.24989
552,124.552177/11.33877,Medical Response,124.552177,11.33877
553,124.552177/11.33877,Medical Response,124.552177,11.33877
554,125.957024/10.77604,Food & Clothes,125.957024,10.77604
555,124.552177/11.33877,Medical Response,124.552177,11.33877
556,125.149437/10.62223,Medical Response,125.149437,10.62223
557,124.552177/11.33877,Medical Response,124.552177,11.33877
558,124.552177/11.33877,Medical Response,124.552177,11.33877
559,120.989517/14.635671,Medical Response,120.989517,14.635671
560,122.735077/11.07625,Medical Response,122.735077,11.07625
561,124.894531/10.35489,Medical Response,124.894531,10.35489
562,124.552177/11.33877,Medical Response,124.552177,11.33877
563,122.579987/11.24989,Medical Response,122.579987,11.24989
564,124.552177/11.33877,Medical Response,124.552177,11.33877
565,124.552177/11.33877,Medical Response,124.552177,11.33877
566,124.552177/11.33877,Medical Response,124.552177,11.33877
567,125.149437/10.62223,Food & Clothes,125.149437,10.62223
568,122.579987/11.24989,Medical Response,122.579987,11.24989
569,124.552177/11.33877,Medical Response,124.552177,11.33877
570,124.552177/11.33877,Medical Response,124.552177,11.33877
571,122.579987/11.24989,Medical Response,122.579987,11.24989
572,124.552177/11.33877,Medical Response,124.552177,11.33877
573,124.552177/11.33877,Medical Response,124.552177,11.33877
574,124.552177/11.33877,Medical Response,124.552177,11.33877
575,122.784111/11.48399,Medical Response,122.784111,11.48399
576,124.552177/11.33877,Medical Response,124.552177,11.33877
577,124.552177/11.33877,Medical Response,124.552177,11.33877
578,124.552177/11.33877,Medical Response,124.552177,11.33877
579,122.579987/11.24989,Medical Response,122.579987,11.24989
580,122.579987/11.24989,Medical Response,122.579987,11.24989
581,124.552177/11.33877,Medical Response,124.552177,11.33877
582,124.552177/11.33877,Medical Response,124.552177,11.33877
583,124.552177/11.33877,Medical Response,124.552177,11.33877
584,124.552177/11.33877,Food & Clothes,124.552177,11.33877
585,124.552177/11.33877,Medical Response,124.552177,11.33877
586,124.552177/11.33877,Medical Response,124.552177,11.33877
587,124.552177/11.33877,Medical Response,124.552177,11.33877
588,124.552177/11.33877,Medical Response,124.552177,11.33877
589,124.552177/11.33877,Medical Response,124.552177,11.33877
590,122.890266/11.477714,Medical Response,122.890266,11.477714
591,124.552177/11.33877,Medical Response,124.552177,11.33877
592,124.552177/11.33877,Medical Response,124.552177,11.33877
593,124.552177/11.33877,Medical Response,124.552177,11.33877
594,124.552177/11.33877,Medical Response,124.552177,11.33877
595,124.552177/11.33877,Medical Response,124.552177,11.33877
596,125.149437/10.62223,Medical Response,125.149437,10.62223
597,124.552177/11.33877,Medical Response,124.552177,11.33877
598,124.552177/11.33877,Medical Response,124.552177,11.33877
599,124.552177/11.33877,Medical Response,124.552177,11.33877
600,124.552177/11.33877,Medical Response,124.552177,11.33877
601,124.552177/11.33877,Medical Response,124.552177,11.33877
602,124.552177/11.33877,Medical Response,124.552177,11.33877
603,125.149437/10.62223,Medical Response,125.149437,10.62223
604,124.552177/11.33877,Medical Response,124.552177,11.33877
605,124.552177/11.33877,Medical Response,124.552177,11.33877
606,124.552177/11.33877,Medical Response,124.552177,11.33877
607,124.552177/11.33877,Medical Response,124.552177,11.33877
608,122.396873/13.87362,Shelter/Evacuation,122.396873,13.87362
609,120.172684/15.42119,Food & Clothes,120.172684,15.42119
610,124.552177/11.33877,Medical Response,124.552177,11.33877
611,124.552177/11.33877,Medical Response,124.552177,11.33877
612,124.552177/11.33877,Medical Response,124.552177,11.33877
613,122.579987/11.24989,Medical Response,122.579987,11.24989
614,122.888893/11.26843,Medical Response,122.888893,11.26843
615,124.552177/11.33877,Food & Clothes,124.552177,11.33877
616,125.149437/10.62223,Medical Response,125.149437,10.62223
617,124.552177/11.33877,Medical Response,124.552177,11.33877
618,124.552177/11.33877,Medical Response,124.552177,11.33877
619,122.579987/11.24989,Medical Response,122.579987,11.24989
620,124.552177/11.33877,Medical Response,124.552177,11.33877
621,124.945137/11.09735,Medical Response,124.945137,11.09735
622,122.890266/11.477714,Shelter/Evacuation,122.890266,11.477714
623,122.579987/11.24989,Medical Response,122.579987,11.24989
624,124.552177/11.33877,Medical Response,124.552177,11.33877
625,124.552177/11.33877,Medical Response,124.552177,11.33877
626,122.888893/11.26843,Medical Response,122.888893,11.26843
627,124.897324/10.31048,Medical Response,124.897324,10.31048
628,122.650482/10.84919,Medical Response,122.650482,10.84919
629,124.552177/11.33877,Medical Response,124.552177,11.33877
630,122.650482/10.84919,Medical Response,122.650482,10.84919
631,124.552177/11.33877,Medical Response,124.552177,11.33877
632,124.552177/11.33877,Medical Response,124.552177,11.33877
633,125.608093/11.36809,Shelter/Evacuation,125.608093,11.36809
634,124.552177/11.33877,Medical Response,124.552177,11.33877
635,124.552177/11.33877,Medical Response,124.552177,11.33877
636,124.552177/11.33877,Medical Response,124.552177,11.33877
637,124.552177/11.33877,Medical Response,124.552177,11.33877
638,124.552177/11.33877,Medical Response,124.552177,11.33877
639,124.552177/11.33877,Medical Response,124.552177,11.33877
640,124.552177/11.33877,Medical Response,124.552177,11.33877
641,125.149437/10.62223,Medical Response,125.149437,10.62223
642,124.552177/11.33877,Medical Response,124.552177,11.33877
643,124.552177/11.33877,Medical Response,124.552177,11.33877
644,124.552177/11.33877,Medical Response,124.552177,11.33877
645,124.552177/11.33877,Medical Response,124.552177,11.33877
646,125.149437/10.62223,Food & Clothes,125.149437,10.62223
647,124.518044/11.47454,Medical Response,124.518044,11.47454
648,124.552177/11.33877,Medical Response,124.552177,11.33877
649,124.552177/11.33877,Medical Response,124.552177,11.33877
650,124.552177/11.33877,Medical Response,124.552177,11.33877
651,125.568336/11.1829,Shelter/Evacuation,125.568336,11.1829
652,122.650482/10.84919,Medical Response,122.650482,10.84919
653,124.447601/12.52548,Food & Clothes,124.447601,12.52548
654,124.552177/11.33877,Shelter/Evacuation,124.552177,11.33877
655,125.149437/10.62223,Shelter/Evacuation,125.149437,10.62223
656,124.552177/11.33877,Medical Response,124.552177,11.33877
657,124.552177/11.33877,Medical Response,124.552177,11.33877
658,124.552177/11.33877,Medical Response,124.552177,11.33877
659,122.650482/10.84919,Shelter/Evacuation,122.650482,10.84919
660,124.552177/11.33877,Medical Response,124.552177,11.33877
661,124.552177/11.33877,Medical Response,124.552177,11.33877
662,124.552177/11.33877,Medical Response,124.552177,11.33877
663,124.552177/11.33877,Medical Response,124.552177,11.33877
664,125.149437/10.62223,Shelter/Evacuation,125.149437,10.62223
665,124.552177/11.33877,Medical Response,124.552177,11.33877
666,124.552177/11.33877,Medical Response,124.552177,11.33877
667,124.552177/11.33877,Medical Response,124.552177,11.33877
668,124.552177/11.33877,Medical Response,124.552177,11.33877
669,122.784111/11.48399,Shelter/Evacuation,122.784111,11.48399
670,120.969437/18.51512,Shelter/Evacuation,120.969437,18.51512
671,125.149437/10.62223,Medical Response,125.149437,10.62223
672,122.579987/11.24989,Medical Response,122.579987,11.24989
673,124.552177/11.33877,Medical Response,124.552177,11.33877
674,124.552177/11.33877,Medical Response,124.552177,11.33877
675,125.149437/10.62223,Medical Response,125.149437,10.62223
676,124.552177/11.33877,Medical Response,124.552177,11.33877
677,124.552177/11.33877,Medical Response,124.552177,11.33877
678,124.552177/11.33877,Shelter/Evacuation,124.552177,11.33877
679,125.149437/10.62223,Medical Response,125.149437,10.62223
680,121.576851/14.69707,Shelter/Evacuation,121.576851,14.69707
681,124.552177/11.33877,Medical Response,124.552177,11.33877
682,124.552177/11.33877,Shelter/Evacuation,124.552177,11.33877
683,125.568336/11.1829,Shelter/Evacuation,125.568336,11.1829
684,124.552177/11.33877,Medical Response,124.552177,11.33877
685,122.650482/10.84919,Medical Response,122.650482,10.84919
686,122.579987/11.24989,Medical Response,122.579987,11.24989
687,124.552177/11.33877,Medical Response,124.552177,11.33877
688,121.576851/14.69707,Medical Response,121.576851,14.69707
689,124.552177/11.33877,Food & Clothes,124.552177,11.33877
690,124.552177/11.33877,Medical Response,124.552177,11.33877
691,124.552177/11.33877,Food & Clothes,124.552177,11.33877
692,122.650482/10.84919,Medical Response,122.650482,10.84919
693,124.552177/11.33877,Medical Response,124.552177,11.33877
694,124.552177/11.33877,Medical Response,124.552177,11.33877
695,124.552177/11.33877,Medical Response,124.552177,11.33877
696,122.650482/10.84919,Medical Response,122.650482,10.84919
697,124.552177/11.33877,Medical Response,124.552177,11.33877
698,124.552177/11.33877,Medical Response,124.552177,11.33877
699,122.579987/11.24989,Medical Response,122.579987,11.24989
700,122.579987/11.24989,Medical Response,122.579987,11.24989
701,122.650482/10.84919,Food & Clothes,122.650482,10.84919
702,124.552177/11.33877,Medical Response,124.552177,11.33877
703,125.149437/10.62223,Medical Response,125.149437,10.62223
704,124.552177/11.33877,Medical Response,124.552177,11.33877
705,125.149437/10.62223,Medical Response,125.149437,10.62223
706,124.552177/11.33877,Medical Response,124.552177,11.33877
707,124.552177/11.33877,Medical Response,124.552177,11.33877
708,124.552177/11.33877,Medical Response,124.552177,11.33877
709,124.552177/11.33877,Food & Clothes,124.552177,11.33877
710,124.552177/11.33877,Medical Response,124.552177,11.33877
711,120.90107/6.00611,Food & Clothes,120.90107,6.00611
712,125.149437/10.62223,Medical Response,125.149437,10.62223
713,125.149437/10.62223,Food & Clothes,125.149437,10.62223
714,124.552177/11.33877,Medical Response,124.552177,11.33877
715,124.552177/11.33877,Medical Response,124.552177,11.33877
716,126.124962/9.84158,Medical Response,126.124962,9.84158
717,126.124962/9.84158,Medical Response,126.124962,9.84158
718,125.149437/10.62223,Medical Response,125.149437,10.62223
719,124.552177/11.33877,Medical Response,124.552177,11.33877
720,124.552177/11.33877,Medical Response,124.552177,11.33877
721,124.552177/11.33877,Medical Response,124.552177,11.33877
722,124.552177/11.33877,Medical Response,124.552177,11.33877
723,125.149437/10.62223,Medical Response,125.149437,10.62223
724,125.149437/10.62223,Medical Response,125.149437,10.62223
725,122.650482/10.84919,Medical Response,122.650482,10.84919
726,124.552177/11.33877,Medical Response,124.552177,11.33877
727,124.552177/11.33877,Medical Response,124.552177,11.33877
728,122.579987/11.24989,Medical Response,122.579987,11.24989
729,124.747963/11.08335,Food & Clothes,124.747963,11.08335
730,125.149437/10.62223,Medical Response,125.149437,10.62223
731,122.650482/10.84919,Medical Response,122.650482,10.84919
732,124.552177/11.33877,Medical Response,124.552177,11.33877
733,122.579987/11.24989,Medical Response,122.579987,11.24989
734,122.650482/10.84919,Medical Response,122.650482,10.84919
735,124.552177/11.33877,Medical Response,124.552177,11.33877
736,124.552177/11.33877,Medical Response,124.552177,11.33877
737,124.552177/11.33877,Food & Clothes,124.552177,11.33877
738,122.650482/10.84919,Medical Response,122.650482,10.84919
739,124.552177/11.33877,Medical Response,124.552177,11.33877
740,124.552177/11.33877,Food & Clothes,124.552177,11.33877
741,124.552177/11.33877,Medical Response,124.552177,11.33877
742,124.552177/11.33877,Medical Response,124.552177,11.33877
743,124.552177/11.33877,Medical Response,124.552177,11.33877
744,122.650482/10.84919,Medical Response,122.650482,10.84919
745,122.579987/11.24989,Medical Response,122.579987,11.24989
746,119.241386/10.09141,Medical Response,119.241386,10.09141
747,122.579987/11.24989,Medical Response,122.579987,11.24989
748,126.124962/9.84158,Medical Response,126.124962,9.84158
749,119.241386/10.09141,Medical Response,119.241386,10.09141
750,126.124962/9.84158,Medical Response,126.124962,9.84158
751,126.124962/9.84158,Medical Response,126.124962,9.84158
752,126.124962/9.84158,Medical Response,126.124962,9.84158
753,124.552177/11.33877,Medical Response,124.552177,11.33877
754,126.124962/9.84158,Medical Response,126.124962,9.84158
755,125.335831/11.12167,Food & Clothes,125.335831,11.12167
756,124.552177/11.33877,Food & Clothes,124.552177,11.33877
757,126.124962/9.84158,Medical Response,126.124962,9.84158
758,124.552177/11.33877,Medical Response,124.552177,11.33877
759,124.552177/11.33877,Medical Response,124.552177,11.33877
760,124.552177/11.33877,Medical Response,124.552177,11.33877
761,122.579987/11.24989,Medical Response,122.579987,11.24989
762,126.124962/9.84158,Medical Response,126.124962,9.84158
763,124.552177/11.33877,Medical Response,124.552177,11.33877
764,126.124962/9.84158,Medical Response,126.124962,9.84158
765,122.531723/11.48365,Medical Response,122.531723,11.48365
766,124.552177/11.33877,Medical Response,124.552177,11.33877
767,126.124962/9.84158,Medical Response,126.124962,9.84158
768,122.579987/11.24989,Medical Response,122.579987,11.24989
769,122.650482/10.84919,Food & Clothes,122.650482,10.84919
770,124.444077/10.62794,Medical Response,124.444077,10.62794
771,122.579987/11.24989,Medical Response,122.579987,11.24989
772,126.124962/9.84158,Medical Response,126.124962,9.84158
773,122.888893/11.26843,Food & Clothes,122.888893,11.26843
774,120.898407/14.71313,Medical Response,120.898407,14.71313
775,124.552177/11.33877,Medical Response,124.552177,11.33877
776,122.238876/11.1406,Medical Response,122.238876,11.1406
777,124.552177/11.33877,Food & Clothes,124.552177,11.33877
778,126.124962/9.84158,Medical Response,126.124962,9.84158
779,122.650482/10.84919,Medical Response,122.650482,10.84919
780,122.579987/11.24989,Food & Clothes,122.579987,11.24989
781,122.650482/10.84919,Food & Clothes,122.650482,10.84919
782,124.552177/11.33877,Medical Response,124.552177,11.33877
783,122.512817/13.7642,Food & Clothes,122.512817,13.7642
784,124.552177/11.33877,Medical Response,124.552177,11.33877
785,121.576851/14.69707,Medical Response,121.576851,14.69707
786,124.552177/11.33877,Medical Response,124.552177,11.33877
787,123.10968/11.13913,Medical Response,123.10968,11.13913
788,122.579987/11.24989,Medical Response,122.579987,11.24989
789,124.552177/11.33877,Medical Response,124.552177,11.33877
790,124.552177/11.33877,Medical Response,124.552177,11.33877
791,123.10968/11.13913,Medical Response,123.10968,11.13913
792,124.552177/11.33877,Medical Response,124.552177,11.33877
793,124.552177/11.33877,Medical Response,124.552177,11.33877
794,122.650482/10.84919,Medical Response,122.650482,10.84919
795,124.552177/11.33877,Medical Response,124.552177,11.33877
796,124.552177/11.33877,Medical Response,124.552177,11.33877
797,124.552177/11.33877,Medical Response,124.552177,11.33877
798,122.888893/11.26843,Food & Clothes,122.888893,11.26843
799,122.650482/10.84919,Medical Response,122.650482,10.84919
800,124.894531/10.35489,Medical Response,124.894531,10.35489
801,122.579987/11.24989,Medical Response,122.579987,11.24989
802,122.579987/11.24989,Medical Response,122.579987,11.24989
803,123.036667/11.38738,Food & Clothes,123.036667,11.38738
804,122.888893/11.26843,Food & Clothes,122.888893,11.26843
805,124.552177/11.33877,Medical Response,124.552177,11.33877
806,124.552177/11.33877,Medical Response,124.552177,11.33877
807,122.650482/10.84919,Medical Response,122.650482,10.84919
808,124.552177/11.33877,Medical Response,124.552177,11.33877
809,124.552177/11.33877,Medical Response,124.552177,11.33877
810,124.552177/11.33877,Medical Response,124.552177,11.33877
811,124.552177/11.33877,Medical Response,124.552177,11.33877
812,124.552177/11.33877,Medical Response,124.552177,11.33877
813,124.552177/11.33877,Medical Response,124.552177,11.33877
814,124.444077/10.62794,Medical Response,124.444077,10.62794
815,124.552177/11.33877,Medical Response,124.552177,11.33877
816,124.552177/11.33877,Medical Response,124.552177,11.33877
817,120.172684/15.42119,Medical Response,120.172684,15.42119
818,122.805679/10.06127,Food & Clothes,122.805679,10.06127
819,124.552177/11.33877,Medical Response,124.552177,11.33877
820,124.552177/11.33877,Medical Response,124.552177,11.33877
821,122.735077/11.07625,Food & Clothes,122.735077,11.07625
822,124.552177/11.33877,Medical Response,124.552177,11.33877
823,124.552177/11.33877,Food & Clothes,124.552177,11.33877
824,122.579987/11.24989,Medical Response,122.579987,11.24989
825,124.552177/11.33877,Medical Response,124.552177,11.33877
826,124.552177/11.33877,Medical Response,124.552177,11.33877
827,124.552177/11.33877,Medical Response,124.552177,11.33877
828,124.552177/11.33877,Medical Response,124.552177,11.33877
829,124.552177/11.33877,Medical Response,124.552177,11.33877
830,124.552177/11.33877,Medical Response,124.552177,11.33877
831,124.552177/11.33877,Medical Response,124.552177,11.33877
832,124.552177/11.33877,Medical Response,124.552177,11.33877
833,122.579987/11.24989,Medical Response,122.579987,11.24989
834,124.552177/11.33877,Medical Response,124.552177,11.33877
835,124.552177/11.33877,Medical Response,124.552177,11.33877
836,122.579987/11.24989,Medical Response,122.579987,11.24989
837,124.552177/11.33877,Medical Response,124.552177,11.33877
838,124.552177/11.33877,Medical Response,124.552177,11.33877
839,122.650482/10.84919,Medical Response,122.650482,10.84919
840,124.552177/11.33877,Medical Response,124.552177,11.33877
841,124.552177/11.33877,Medical Response,124.552177,11.33877
842,125.149437/10.62223,Medical Response,125.149437,10.62223
843,122.650482/10.84919,Medical Response,122.650482,10.84919
844,124.552177/11.33877,Medical Response,124.552177,11.33877
845,125.149437/10.62223,Food & Clothes,125.149437,10.62223
846,124.552177/11.33877,Medical Response,124.552177,11.33877
847,124.552177/11.33877,Medical Response,124.552177,11.33877
848,122.650482/10.84919,Medical Response,122.650482,10.84919
849,123.013786/10.37741,Food & Clothes,123.013786,10.37741
850,124.552177/11.33877,Food & Clothes,124.552177,11.33877
851,124.552177/11.33877,Medical Response,124.552177,11.33877
852,124.552177/11.33877,Medical Response,124.552177,11.33877
853,122.650482/10.84919,Medical Response,122.650482,10.84919
854,124.444077/10.62794,Medical Response,124.444077,10.62794
855,124.552177/11.33877,Medical Response,124.552177,11.33877
856,126.557716/7.44716,Food & Clothes,126.557716,7.44716
857,122.851578/10.99136,Food & Clothes,122.851578,10.99136
858,122.650482/10.84919,Food & Clothes,122.650482,10.84919
859,124.552177/11.33877,Medical Response,124.552177,11.33877
860,124.552177/11.33877,Medical Response,124.552177,11.33877
861,122.650482/10.84919,Medical Response,122.650482,10.84919
862,124.552177/11.33877,Medical Response,124.552177,11.33877
863,125.439079/11.11,Food & Clothes,125.439079,11.11
864,122.579987/11.24989,Medical Response,122.579987,11.24989
865,124.552177/11.33877,Medical Response,124.552177,11.33877
866,124.552177/11.33877,Food & Clothes,124.552177,11.33877
867,122.650482/10.84919,Medical Response,122.650482,10.84919
868,124.552177/11.33877,Medical Response,124.552177,11.33877
869,124.552177/11.33877,Medical Response,124.552177,11.33877
870,124.552177/11.33877,Medical Response,124.552177,11.33877
871,124.552177/11.33877,Medical Response,124.552177,11.33877
872,124.552177/11.33877,Medical Response,124.552177,11.33877
873,125.439079/11.11,Food & Clothes,125.439079,11.11
874,124.552177/11.33877,Medical Response,124.552177,11.33877
875,124.552177/11.33877,Medical Response,124.552177,11.33877
876,124.552177/11.33877,Medical Response,124.552177,11.33877
877,124.552177/11.33877,Medical Response,124.552177,11.33877
878,124.552177/11.33877,Medical Response,124.552177,11.33877
879,124.552177/11.33877,Medical Response,124.552177,11.33877
880,124.552177/11.33877,Medical Response,124.552177,11.33877
881,124.552177/11.33877,Medical Response,124.552177,11.33877
882,126.071388/10.0325,Medical Response,126.071388,10.0325
883,124.552177/11.33877,Medical Response,124.552177,11.33877
884,124.552177/11.33877,Medical Response,124.552177,11.33877
885,124.552177/11.33877,Medical Response,124.552177,11.33877
886,124.552177/11.33877,Medical Response,124.552177,11.33877
887,124.552177/11.33877,Medical Response,124.552177,11.33877
888,122.579987/11.24989,Medical Response,122.579987,11.24989
889,124.552177/11.33877,Medical Response,124.552177,11.33877
890,122.579987/11.24989,Medical Response,122.579987,11.24989
891,124.552177/11.33877,Medical Response,124.552177,11.33877
892,122.579987/11.24989,Medical Response,122.579987,11.24989
893,124.552177/11.33877,Medical Response,124.552177,11.33877
894,126.071388/10.0325,Medical Response,126.071388,10.0325
895,124.552177/11.33877,Medical Response,124.552177,11.33877
896,123.10968/11.13913,Medical Response,123.10968,11.13913
897,124.552177/11.33877,Medical Response,124.552177,11.33877
898,122.579987/11.24989,Medical Response,122.579987,11.24989
899,122.579987/11.24989,Medical Response,122.579987,11.24989
900,124.552177/11.33877,Medical Response,124.552177,11.33877
901,124.552177/11.33877,Medical Response,124.552177,11.33877
902,124.552177/11.33877,Medical Response,124.552177,11.33877
903,122.283447/11.7579,Medical Response,122.283447,11.7579
904,124.552177/11.33877,Medical Response,124.552177,11.33877
905,124.552177/11.33877,Medical Response,124.552177,11.33877
906,124.552177/11.33877,Medical Response,124.552177,11.33877
907,122.579987/11.24989,Medical Response,122.579987,11.24989
908,124.552177/11.33877,Medical Response,124.552177,11.33877
909,124.552177/11.33877,Medical Response,124.552177,11.33877
910,124.552177/11.33877,Medical Response,124.552177,11.33877
911,124.552177/11.33877,Medical Response,124.552177,11.33877
912,124.552177/11.33877,Medical Response,124.552177,11.33877
913,124.552177/11.33877,Medical Response,124.552177,11.33877
914,124.552177/11.33877,Medical Response,124.552177,11.33877
915,124.552177/11.33877,Medical Response,124.552177,11.33877
916,124.552177/11.33877,Medical Response,124.552177,11.33877
917,124.552177/11.33877,Medical Response,124.552177,11.33877
918,124.552177/11.33877,Medical Response,124.552177,11.33877
919,124.552177/11.33877,Medical Response,124.552177,11.33877
920,124.552177/11.33877,Medical Response,124.552177,11.33877
921,124.552177/11.33877,Medical Response,124.552177,11.33877
922,124.552177/11.33877,Medical Response,124.552177,11.33877
923,124.552177/11.33877,Medical Response,124.552177,11.33877
924,124.552177/11.33877,Medical Response,124.552177,11.33877
925,124.552177/11.33877,Medical Response,124.552177,11.33877
926,124.552177/11.33877,Medical Response,124.552177,11.33877
927,124.552177/11.33877,Medical Response,124.552177,11.33877
928,124.552177/11.33877,Medical Response,124.552177,11.33877
929,122.650482/10.84919,Medical Response,122.650482,10.84919
930,124.552177/11.33877,Medical Response,124.552177,11.33877
931,124.552177/11.33877,Medical Response,124.552177,11.33877
932,124.552177/11.33877,Medical Response,124.552177,11.33877
933,124.552177/11.33877,Medical Response,124.552177,11.33877
934,124.552177/11.33877,Medical Response,124.552177,11.33877
935,124.552177/11.33877,Medical Response,124.552177,11.33877
936,124.552177/11.33877,Medical Response,124.552177,11.33877
937,124.552177/11.33877,Medical Response,124.552177,11.33877
938,124.552177/11.33877,Medical Response,124.552177,11.33877
939,124.552177/11.33877,Medical Response,124.552177,11.33877
940,124.552177/11.33877,Medical Response,124.552177,11.33877
941,124.552177/11.33877,Medical Response,124.552177,11.33877
942,124.552177/11.33877,Medical Response,124.552177,11.33877
943,124.552177/11.33877,Medical Response,124.552177,11.33877
944,124.552177/11.33877,Medical Response,124.552177,11.33877
945,124.552177/11.33877,Medical Response,124.552177,11.33877
946,124.552177/11.33877,Medical Response,124.552177,11.33877
947,124.552177/11.33877,Medical Response,124.552177,11.33877
948,124.552177/11.33877,Medical Response,124.552177,11.33877
949,124.552177/11.33877,Medical Response,124.552177,11.33877
950,124.552177/11.33877,Medical Response,124.552177,11.33877
951,120.739723/15.35778,Medical Response,120.739723,15.35778
952,124.552177/11.33877,Medical Response,124.552177,11.33877
953,124.552177/11.33877,Medical Response,124.552177,11.33877
954,124.552177/11.33877,Medical Response,124.552177,11.33877
955,124.552177/11.33877,Medical Response,124.552177,11.33877
956,124.552177/11.33877,Food & Clothes,124.552177,11.33877
957,124.552177/11.33877,Medical Response,124.552177,11.33877
958,124.552177/11.33877,Medical Response,124.552177,11.33877
959,124.552177/11.33877,Medical Response,124.552177,11.33877
960,124.552177/11.33877,Medical Response,124.552177,11.33877
961,122.579987/11.24989,Medical Response,122.579987,11.24989
962,124.552177/11.33877,Medical Response,124.552177,11.33877
963,122.579987/11.24989,Medical Response,122.579987,11.24989
964,124.552177/11.33877,Medical Response,124.552177,11.33877
965,124.552177/11.33877,Medical Response,124.552177,11.33877
966,124.552177/11.33877,Medical Response,124.552177,11.33877
967,124.552177/11.33877,Medical Response,124.552177,11.33877
968,124.552177/11.33877,Medical Response,124.552177,11.33877
969,124.552177/11.33877,Medical Response,124.552177,11.33877
970,124.552177/11.33877,Medical Response,124.552177,11.33877
971,124.552177/11.33877,Medical Response,124.552177,11.33877
972,124.552177/11.33877,Medical Response,124.552177,11.33877
973,124.552177/11.33877,Medical Response,124.552177,11.33877
974,124.552177/11.33877,Medical Response,124.552177,11.33877
975,124.552177/11.33877,Medical Response,124.552177,11.33877
976,124.552177/11.33877,Medical Response,124.552177,11.33877
977,124.552177/11.33877,Medical Response,124.552177,11.33877
978,124.552177/11.33877,Medical Response,124.552177,11.33877
979,124.552177/11.33877,Medical Response,124.552177,11.33877
980,124.552177/11.33877,Medical Response,124.552177,11.33877
981,124.552177/11.33877,Medical Response,124.552177,11.33877
982,124.552177/11.33877,Medical Response,124.552177,11.33877
983,124.552177/11.33877,Medical Response,124.552177,11.33877
984,124.552177/11.33877,Medical Response,124.552177,11.33877
985,124.552177/11.33877,Medical Response,124.552177,11.33877
986,124.552177/11.33877,Medical Response,124.552177,11.33877
987,124.552177/11.33877,Medical Response,124.552177,11.33877
