cleaned,coords,loc_name
baybay city leyte needs help need doctors food clothes baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
iloilo needs help thousands families displaced livelihoods gone homes wrecked floods many missing need help agatonph iloiloneedshelp,122.650482/10.84919,iloilo
call donations rough us past days baybay city leyte facing worse flooding decades leyteneedshelp prayforleyte agatonph please pray places affected,124.552177/11.33877,leyte leyte
good evening everyone asking helpdonations people leyte especially baybay abuyog thank much advance wants donate leyteneedhelp agatonph,124.552177/11.33877,leyte leyte
tabang para ha mga leyteño relief operations today abuyog leyte willing interested send help may click link leyteneedshelp agatonph abuyogneedshelp baybaycityneedshelp baybayneedshelp,125.149437/10.62223,abuyog leyte
lf commissioner acad related im sorry using tag wanted aware whats happening leyte ask favor boost recent tweets bagyong agaton reach rescuers volunteers leyte leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
lf donation drive clothes victims agatonph manila,120.989517/14.635671,manila 
hope everyone whos seeing would help leyte current situation lets unite leytecallforhelp leyteneedshelp iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
many nonsense issues currently trending leyte suffering typhoon needs help many people died fighting lives please make trending need help need attention leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
leyte needs help leytecallforhelp agatonph rescueph pls help spread,124.552177/11.33877,leyte leyte
calling donations hoping help many victims agatonph particularly abuyog suffered multiple landslides accepting donations incash inkind residents abuyog leyte greatly affected typhoon agatonph,125.149437/10.62223,abuyog leyte
ever open donation drive greatly affected agatonph iloilo anyone support,122.650482/10.84919,iloilo
capizneedshelp visayasneedshelp agatonph photo creds emerging capiz,122.579987/11.24989,capiz
look leyte normal university community partnership commissioner aldrin darilag worked handinhand today april 13 prepare inkind donations victims agatonph baybay city abuyog leyte read,124.552177/11.33877,leyte leyte
tw screams tragedy panitan capiz still missing 5 persons pray capiz capizneedshelp agatonph,122.784111/11.48399,panitan capiz
rain finally stopped leyte week tonight praying souls lost typhoon may rest peace agatonph,124.552177/11.33877,leyte leyte
acad related please help leyte cebu need help cause typhoon agaton need food essentials clothes etc retweets highly appreciated leyteneedshelp agatonph bagyongagaton leytecallforhelp,124.552177/11.33877,leyte leyte
sick theres little media coverage happening leyte yet comes chismis yall fast leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
look volunteers dswd warehouse pasay wednesday april 13 load relief goods distributed families affected agatonph leyte photos rappler heres help communities affected agatonph,124.552177/11.33877,leyte leyte
capiz needs help capizneedshelp agatonph,122.579987/11.24989,capiz
lenirobredo 41322 youth powervolunteers kabataan party list amp youth lenikiko estancia preparing food packs delivery sa balasan amp pm san dionisio pm packing three towns delivery tmrw sara lemery san rafael agatonph lenikiko2022,123.131416/11.41976,estancia 
city government baybay leyte declared state calamity allow rapid release funds help victims landslides due typhoon agatonph,124.552177/11.33877,leyte leyte
every platform matters leyte badly needs help every smallbig good gestures help leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
related ateez spread people leyte philippines needs help kahit isa donasyon po para po sa kanila leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
look 26 bodies retrieved landslidestricken barangay pilar abuyog leyte landslide caused agatonph buried entire community photos sarwell menianopna,126.124962/9.84158,pilar leyte
landslide occurs abuyog town local government evacuates residents second day tropical depression agatons onslaught agatonph,125.149437/10.62223,abuyog 
good day recent happenings leyte due agatonph decided 50 profit selling hand books book sleeves donated thread books cause posted tomorrow ibpph_booksforacause leyteneedshelp,124.552177/11.33877,leyte leyte
malakas weaken gradually tomorrow due cooler ssts increasing shear weather samar leyte improved following dissipation megis agatonph remnants,124.552177/11.33877,leyte samar
project bulig caguyumanon project bulig caguyumanon organized leaders foundation lead party targets help residents pontevedra province capiz affected extreme flood caused agatonph 13,123.013786/10.37741,pontevedra capiz
comfortable sleep tonight brothers sisters leyte cold afraid facing wrath agatonph moment several dead still missing thousands displaced families lets pray keep safe ctto,124.552177/11.33877,leyte leyte
prayers leyte agatonph,124.552177/11.33877,leyte leyte
saddened dreadful incident caused unfortunate loss lives destruction properties said colonel noel vestuir infantry brigade commander area survey baybay city leyte agatonph,124.552177/11.33877,leyte leyte
agatonph fatalities landslides baybay leyte due tropical depression agaton risen 62 wednesday afternoon citys mayor said baybayneedshelp bangonbaybay daghang salamat sa nagpaabot ng tulong donation channels open 12mn today,124.552177/11.33877,leyte leyte
heart hurts wish could people really needed urgent help prayer goes fellow filipinos especially leyte leyteneedshelp abuyogneedshelp baybayneedshelp agatonph leytecallforhelp,124.552177/11.33877,leyte leyte
agatonph leyteneedshelp baybaycityneedshelp attention need help beloved people leyte experiencing difficulties tragedy ts agaton please send rescuers doctors victims pain wounded,124.552177/11.33877,leyte leyte
typhoon agaton victims need help following droppedoff kakampink calinog hq sarisari breadstore canned goods noodles unused clothes inkind donations gcash 09993294929 sergio jose celestial halong kita kakampinks agatonph,122.587822/11.1485,calinog 
brothers sisters leyte cold afraid facing wrath agatonph moment several dead still missing thousands displaced families prayers much needed baybayneedshelp donation via gcash 09362945039,124.552177/11.33877,leyte leyte
typhoon agaton currently affecting kababayans visayas areas electricity water going way fast many yet rescued spread leyte needs help baybayneedshelp leyteneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte
donation drive leyte good day accepting cash donations people affected typhoon basyang agaton leyte bagyongagaton donate agatonph leyteneedshelp,124.552177/11.33877,leyte leyte
relief operation capiz communities affected typhoon agaton anyone willing donate still accepting donations kindly refer contact persons accounts address capizneedshelp agatonph,122.579987/11.24989,capiz
heartbreaking babies families fly high beautiful souls leyte needs assistance prayers leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
donation drive kababayan leyte baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
sb19 related leyte needs help happen see leyte related posts share matters piso matters prayer matters agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte
still accepting donations gcash kristel jane distajo 09479410948 bdo efren centillo 004880157395 inkind donations like food packs water supply may dropped leni headquarters burgos street roxas city agatonph capizneedshelp,126.071388/10.0325,burgos 
agatonph update prc southern leyte chapter brought water tankers provide water evacuees date april 12 2022 location baybay national high school report sent 4122022 11pm,124.552177/11.33877,leyte leyte
leyte needs media coverage beg hear cries people need help abscbnnews gmanews tv5newsnow cnnphilippines rescue help airforce leyteneedshelp leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
breaking fatalities landslides baybay leyte due tropical depression agatonph risen 62 wednesday afternoon citys mayor said,124.552177/11.33877,leyte leyte
deaths recorded baybay city abuyog leyte following landslides due tropical depression agatonph local authorities say,125.149437/10.62223,abuyog leyte
look news update three bodies recovered landslide baybay city leyte least 16 bodies retrieved site aftermath agatonph news5phromel lopez via onenewsph thefreeman,124.552177/11.33877,leyte leyte
presidential aspirant senator iampinglacson described calamity politics lowest form campaigning tweeted rescue relief operation led team supporters estancia iloilo due agatonph 13,123.131416/11.41976,estancia iloilo
im iloilo attest iloiloneedshelp given number municipalities affected agatonph please donate support relief ops dedicated help kababayans,122.650482/10.84919,iloilo
call donations thread donation drives throughout leyte lot municipalities still affected ongoing rain humbly ask help trying times thank leyteneedshelp baybayneedshelp abuyogneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
philippine coast guard helps distributing relief goods iloilo residents evacuated due floods caused agatonph coastguardph,122.650482/10.84919,iloilo
although storm signal raised iloilo flood brought tropical depression agatonph donation torrential rains proved deadly well,122.650482/10.84919,iloilo
look 26 dead 109 missing 12nn april 13 barangay kantagnos baybay city leyte due landslide caused agatonph mayor jose carlos cari,124.552177/11.33877,leyte leyte
leyte needs help need doctors food clothes agatonph leyteneedshelp baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte
kababayans baybay leyte needs help monetary donations kyla shannen vidal gcash 09065952443 metrobank 3563356320175 inkind donations provinces shannen 09065952443 leyteneedshelp leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
capiz needs help look impact tropical storm agatonph capiz apparent sky seen aerial photos ace aerials dailyguardian capizneedshelp bangoncapiz,122.579987/11.24989,capiz
kababayans baybay leyte needs help monetary donations kyla shannen vidal gcash 09065952443 metrobank 3563356320175 inkind donations provinces shannen 09065952443 leyteneedshelp leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
praying people baybay amp abuyog leyte agatonph triggered massive landslide barangays lets help kababayans badly need,125.149437/10.62223,abuyog leyte
leyte needs help pray leyte kind donation accepted leyteneedshelp prayforleyte agatonph,124.552177/11.33877,leyte leyte
brgy liong roxas city capiz capizneedshelp agatonph,119.241386/10.09141,roxas capiz
donation drive leyte leyteneedshelp leytecallforhelp baybayneedshelp abuyogneedshelp bagyongagaton rescueleyte agatonph,124.552177/11.33877,leyte leyte
honest longer expecting survivors local official abuyog municipality leyte said agatonph,125.149437/10.62223,abuyog leyte
hello cnnphilippines please check video abuyog leyte baybay city leyte abuyogleyteneedshelp leyteneedshelp baybayneedshelp agatonph,125.149437/10.62223,abuyog leyte
breaking death toll baybay city leyte tropical depression agatonph rises 62 mayor jose carlos cari tells cnn philippines,124.552177/11.33877,leyte leyte
send donations brgy mailhi sitio waterfall baybay leyte maraming salamat po leyteneedshelp baybayneedshelp agatonph leytecallforhelp,124.552177/11.33877,leyte leyte
call donation know hilongos baybay city leyte greatly affected agatonph response organizing donation drive raise money people affected typhoon leyteneedshelp,124.894531/10.35489,hilongos leyte
friends kababayans baybay leyte needs help monetary donations kyla shannen vidal gcash 09065952443 metrobank 3563356320175 inkind donations provinces shannen 09065952443 leyteneedshelp leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
showbiz issues trending agatonph people aware dont see urgency leyte needs help lack media coverage many people died already,124.552177/11.33877,leyte leyte
agatonph caused heavy landslides floodings many areas leyte baybay abuyog etc people need supplies funds raised utilized purchase relief goods repacking leyteneedshelp baybaycityneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte
hello friends baybay city leyte needs help monetary donations kyla shannen vidal gcash 09065952443 metrobank 3563356320175 inkind donations provinces shannen 09065952443 leyteneedshelp leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
three bodies recovered landslide baybay city leyte least 16 bodies retrieved site aftermath agatonph via news5romel lopez,124.552177/11.33877,leyte leyte
need help get baybay city leyte needs help please agatonph baybaycityneedshelp,124.552177/11.33877,leyte leyte
brgy kantagnos baybay city leyte agatonph baybay city lgu ptvph,124.552177/11.33877,leyte leyte
impact typhoon visayas severe pray people visayas especially leyte baybay iloilo capiz agatonph leyteneedshelp iloiloneedshelp capizneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte
making mad come showbiz issues r trending agatonph fyi province capiz looks like moment also need help need heard lubog na rin kami sa baha many people died dying hunger capizneedshelp,122.579987/11.24989,capiz
capiz leni lenirobredo kikopangilinan capizneedshelp agatonph,122.579987/11.24989,capiz
lets pray leyte several areas including baybay city abuyog currently devastated due heavy flooding landslide caused agatonph,124.552177/11.33877,leyte leyte
kindly requesting donations landslide victims brgy pilar abuyog leyte thank po abuyogneedshelp leyteneedshelp agatonph reliefph,126.124962/9.84158,pilar leyte
58 reported earlier casualty count due ts megi agatonph currently 67 majority deaths leyte many still missing time afp news agency tropics cyclonemarker wxtwitter,124.552177/11.33877,leyte leyte
hello filo nonfilo oomfs due heavy rains numerous city leyte lot people currently experiencing landslides floods many please spread word please pray leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
good day everyone ask help donations victims typhoon agaton area visayas like capiz leyte affected typhoon really need help victims area god bless everyone agatonph,124.552177/11.33877,leyte capiz
hot dry seasonto continue pause due agatonph possible hot starting weekend compared past least latter part next week parts country including metro manila due possible northeasterly surface windflow,120.989517/14.635671,manila 
lets help balasenos leni balasan estancia send hot meals sa evacuees northern iloilo agatonph iloilo,123.120338/11.49771,balasan iloilo
typhoon agaton victims need help following droppedoff kakampink calinog hq sarisari breadstore canned goods noodles unused clothes inkind donations gcash 09993294929 sergio jose celestial halong kita kakampinks agatonph,122.587822/11.1485,calinog 
pontevedra capiz public market today please stay safe everyone capizneedshelp agatonph,123.013786/10.37741,pontevedra capiz
running list organizations leading donation drives relief initiatives tropical depression agaton causes floods abuyog baybay mahaplad merida leyte reliefph agatonph,125.149437/10.62223,abuyog leyte
youth volunteers hard work relief operations iloilo sa gobyernong tapat angatbuhaylahat h lagon agatonph rescueiloilo capizneedshelp iloiloneedshelp,122.650482/10.84919,iloilo
running list organizations leading donation drives relief initiatives tropical depression agaton causes floods abuyog baybay mahaplad merida leyte reliefph agatonph,125.149437/10.62223,abuyog leyte
agatonph aftermath look water level jalaur dam dingle iloilo still normal 1 pm today slowly subsiding photos jr laluma via nia6,122.735077/11.07625,dingle iloilo
rescue personnel help residents stranded floods panitan panay sigma capiz tuesday around 489 areas eight regions flooded due agatonph according ndrrmc coastguardph,122.784111/11.48399,panitan capiz
according provincial disaster risk reduction management office capiz road iloilo city roxas city vice versa passable check route image photo courtesy pdrrmo capiz agatonph laginghandaph informinforminform,119.241386/10.09141,roxas capiz
jenofitz please help us trend hashtags help fellow filipinos leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
presidential bet panfilo ping lacson shared wednesday team volunteers opted relief operations residents eatancia iloilo affected agatonph venue supposed campaign sortie bilangpilipino2022,122.650482/10.84919,iloilo
donation dajong leyte garnered php9492948 would like extend heartfelt gratitude appreciation donated donation surely big help kababayans leyte victims wrath tropical storm agatonph,124.552177/11.33877,leyte leyte
ikon related baybay leyte famous known city leyte knocking doors donate amount really big help please make viral issues right mas importante ni leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
current situation leyte must receive help soon possible leyteneedshelp iloiloneedshelp agatonph,124.552177/11.33877,leyte leyte
sadly leyte helping leyte surprising though anyway ignore pleas better watch karma btch better watch thank bless leyteneedshelp baybayneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
philippine air force led conduct aerial assessment typhoonhit areas northern iloilo province capiz agatonph laginghandaph video courtesy civil defense western visayas,122.650482/10.84919,iloilo
please pray people got affected storm baybay leyte kindly retweet posts hashtags help trend thank agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte
please spare time pray people affected baybay leyte kindly retweet posts hashtags help trend agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte
antique disaster risk reduction council rescue team sent province capiz iloilo help rescue relief retrieval operations onslaught tropical depression agaton pia antique read agatonph laginghandaph,122.242104/11.13314,antique
region 8 needs help leyte needs media coverage agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte
antique disaster risk reduction council rescue team sent province capiz iloilo help rescue relief retrieval operations onslaught tropical depression agaton pia antique read agatonph laginghandaph,122.242104/11.13314,antique
death toll ts megi agatonph philippines atleast 57 according nations authorities 580000 individuals affected according latest data cnn philippines snapshot paf aerial assessment iloilo fb tropics cyclonemarker wxtwitter,122.650482/10.84919,iloilo
thank cousins manila support agaton relief ops agatonph,120.989517/14.635671,manila 
baybay leyte needs help baybay leyte one locations hit tropical storm agaton made landfall last april 10 around 100 barangays flooded four barangays affected landslides baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
rescue teams searched missing residents baybay city tuesday rains agatonph caused landslide leyte least 44 died overall due cyclone eight still missing according ndrrmc courtesy wish photographyreuters,124.552177/11.33877,leyte leyte
coverage capiz northern iloilo also greatly affected agatonph sun come earlier waters yet subsided started raining marami pa ang need irescue abscbnnews gmanews rapplerdotcom,122.579987/11.24989,capiz
sb19 related iloilo leyte places needs helps retweet ah big help donations drive agatonph baybayneedshelp abuyogneedshelp iloiloneedshelp,124.552177/11.33877,leyte iloilo
drop center cebu city agatonph victims please share,124.444077/10.62794,cebu
please help us trend hashtags help fellow filipinos leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
please help fellow filipinos leyte trending hashtags also want donate money please read photos details amount big help thank leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
leyte badly devastated typhoon agaton especially baybay city abuyog please dont prioritize matters arent important need media coverage abscbnnews gmanews cnnbre abuyogneedshelp baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
lets pray help leyte agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte
leyte needs help hello fellow vi fans kindly rt tweet spread word leyte needs help experiencing heavy rains led landslides amp floods agatonph leyteneedshelp,124.552177/11.33877,leyte leyte
sudden lastminute changes td agatonph paved way nakakatuwa lang kasi ive monitoring weather catanduanes masbate tapos sumakto na humupa yung severe weather rallies,124.149101/13.55446,catanduanes
gcash 09777303576 aina yzabelle c representative since peters gcash isnt verified yet palawan peter cajeric 09561991183 sitio waterfalls brgy mailhi baybay city leyte baybaycityneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte palawan
antique disaster risk reduction council rescue team sent province capiz iloilo help rescue relief retrieval operations onslaught tropical depression agaton pia antique read agatonph laginghandaph,122.242104/11.13314,antique
seen philippine red cross prc first responders biliran helped clearing blockage caused fallen trees national highway barangay habuhab culaba biliran brought agatonph prclifelineofthepeople,124.518044/11.47454,biliran biliran
𝗖𝗔𝗟𝗟 𝗙𝗢𝗥 𝗗𝗢𝗡𝗔𝗧𝗜𝗢𝗡𝗦 san rafael leni kiko opening donation channels agatonph victims san rafael iloilo please spread thank sanrafaelneedshelp northerniloiloneedshelp agatonph,122.650482/10.84919,iloilo
gcash arriane jade camot 0968 289 4491 bpi glory anne acebedo 9246869506 inkind donations received packed jaro lenikiko hq front angelicum reliefph agatonph donateph,124.747963/11.08335,jaro 
watch tropical depression agaton floods sigma capiz agatonph via joseph marzanrappler video courtesy office civil defense region 6 bookmark page weather updates,122.728973/11.48514,sigma capiz
armys 301st infantry brigade deployed troops humanitarian assistance disaster response areas panay island badly hit floods due heavy rains brought td agaton read agatonph laginghandaph informinforminform,122.890266/11.477714,panay 
22 watch aerial assessment areas affected agatonph northern iloilo capiz western visayas regional disaster risk reduction management council ocd paf wednesday april 13 2022 via pearl lena ocd 6,122.650482/10.84919,iloilo
12 watch aerial assessment areas affected agatonph northern iloilo capiz western visayas regional disaster risk reduction management council ocd paf wednesday april 13 2022 via pearl lena ocd 6,122.650482/10.84919,iloilo
latest number agatonphrelated deaths iloilo province risen 5 imtnews,122.650482/10.84919,iloilo
please lets help fellow kababayan leyte every share make big help spreading information whats happening leyteneedshelp agatonph one donation drive saw na legit since giving updates,124.552177/11.33877,leyte leyte
please dont stop spreading news whats happening leyte especially sa baybay need help leyteneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
kapit kamay para sa baybay team initiating donation drive kababayans baybay leyte greatly affected continuing onslaught agatonph humbly asking support providing aids people ground leyteneedshelp 2,124.552177/11.33877,leyte leyte
hello parts iloilo severely affected agatonph im humbly knocking everyones heart share amount inkind donations amount small every peso come long way please refer ff photos want donate 1,122.650482/10.84919,iloilo
look cuartero capiz submerged flood due agatonph seen photos taken oliver ace sibugan wednesday morning photos ace aerials agaton survivors asking help heres donate,122.752563/11.3446,cuartero capiz
pup college communication student council collaborates kabataan partylist tulong kabataan extend help families affected agatonph relief operations aims provide basic needs ample amounts family leyte,124.552177/11.33877,leyte leyte
latest towns sara san enrique placed state calamity due effects agatonph imtnews,123.036667/11.38738,sara 
aerial inspection conducted office civil defense western visayas region 6 shows parts cuartero capiz flooded tropical depression agatonph via joey marzanrappler bookmark weather updates,122.752563/11.3446,cuartero capiz
pray leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
showbiz issues trending agatonph people aware dont see urgency abuyog leyte needs help lack media coverage many people died already,125.149437/10.62223,abuyog leyte
current situation sigma capiz rescue operation still ongoing capizneedshelp agatonph ctto mark tugna,122.728973/11.48514,sigma capiz
sad reality people cares happened rn leyte popular place go thats heart breaking leyteños please hear need help leytecallforhelp leyteneedshelp baybayneedshelp abuyogneedshelp agatonph basyangph,124.552177/11.33877,leyte leyte
please help leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
sa totoo lang pagod na pagod na ako nong odette times pa one talks leyte southern leyte much leyte really needs help leyteneedshelp baybayneedshelp agatonph,124.552177/11.33877,leyte leyte
borongan city eastern samar recorded 108 mm rainfall yesterday april 12 2022 utc due low pressure area formerly agatonph largest 24hr rainfall station since april 4 2017 1158 mm fourthlargest 21st century ogimet,124.831947/11.69361,samar
agatonph update philippine red cross ormoc city chapter assisted forced evacuation flooded barangays date april 13 2022 location brgy libertad brgy labrador report sent 4132022 8am,124.411812/8.51249,libertad 
according cdrrmo two reported dead 7 lgus affected landslide cebu due typoon agatonph,124.444077/10.62794,cebu
donate many beneficiaries media coverage isnt showing devastation whats going leyte leyteneedshelp abuyogneedshelp baybayneedshelp agatonph leytecallforhelp,124.552177/11.33877,leyte leyte
watch regional disaster risk reduction management council western visayas conducts aerial assessment typhoonhit areas northern iloilo capiz agatonph civildefenseph ndrrmc,122.650482/10.84919,iloilo
capiz needs help pics ctto capizneedshelp agatonph,122.579987/11.24989,capiz
almost 80 badjao families brgy busbus jolo affected typoon agatonph,121.001663/6.04395,jolo 
thread relief donation drives leyte agatonph leyteneedshelp,124.552177/11.33877,leyte leyte
donated old clothes typhoon agatonph victims baybay city leyte leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte
leyte home storms agatonph leyteneedshelp photo ctto,124.552177/11.33877,leyte leyte
serious note leyte still needs help national government nowhere found leyteneedshelp abuyogneedshelp agatonph,124.552177/11.33877,leyte leyte
pray leyte need help everybody landslides floodwaters ravaged neighbors please share spread awareness contibuted pics baybayneedshelp agatonph bagyongagaton,124.552177/11.33877,leyte leyte
idk bt whats rlly bothering ppl still focusing election campaigns instead real dilemma agatonph lenirobredo2022 bbm ppl r dying ediots,121.576851/14.69707,real 
idk bt whats rlly bothering ppl still focusing election campaigns instead real dilemma agatonph,121.576851/14.69707,real 
terrifying news coming leyte storm agatonph already resulted several deaths,124.552177/11.33877,leyte leyte
agatonph update prc southern leyte chapter sent prchotmealsonwheels provide ready cooked meals affected liloan port 270 stranded individuals tigbao es libagon ec 306 evacuees bfp libagon ec 28 evacuees sogod natl hs ec 390 evacuees,124.552177/11.33877,leyte leyte
leyteneedshelp baybayneedshelp agatonph im sad kind situation always leyte helps leyte call resilience anymore leyte needs help please wake showbiz issues need see focusing,124.552177/11.33877,leyte leyte
philippine coast guard use modified bamboo raft along local rescue boat help residents trapped flood brgy poblacion norte sigma capiz tuesday due agatonph coastguardph,122.728973/11.48514,sigma capiz
another typhoontyphoon agatononce wreaked havoc eastern visayas triggering flash floods landslides abuyog baybay leyte many affected families displaced currently desperate need assistance agatonph leyteneedshelp,125.149437/10.62223,abuyog leyte
hello relief drive heart capiz still ongoing please check donation details updates capizneedshelp agatonph bagyongagaton,122.579987/11.24989,capiz
good day stan twt abuyog leyte dire need help amount would highly appreciated rts qrts also encouraged appreciated thank agatonph leyteneedhelp abuyogneedshelp prayforleyte,125.149437/10.62223,abuyog leyte
decided give old clothes lost homes abuyog baybay different municipalities leyte starting move give support coleyteños mostly affected agatonph send ur help leyteneedshelp abuyogneedshelp baybayneedshelp,125.149437/10.62223,abuyog leyte
tw death blood kep1er kpop related pls help rt spread tweet whats currently happening leyte baybayneedshelp abuyogneedshelp leytecallforhelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte
rapplerdotcom also pay attention plea brothers sisters leyte need media coverage assistance leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
philippinestar may also pay attention plea brothers sisters leyte need media coverage assistance leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
ancalerts pia_gutierrez may also pay attention plea brothers sisters leyte need media coverage assistance leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
cnnphilippines acnichollstan may also pay attention plea brothers sisters leyte need media coverage assistance leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
rapplerdotcom may also pay attention plea brothers sisters leyte need media coverage assistance leytecallforhelp agatonph,124.552177/11.33877,leyte leyte
ancalerts may also pay attention plea brothers sisters leyte need media coverage assistance leyteneedhelp agatonph baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte
municipality cuartero capiz 943am wed april 13 2022 pilot oliver ace sibugan agatonph capizneedshelp,122.752563/11.3446,cuartero capiz
capiz agatonph pls share rt,122.579987/11.24989,capiz
aftermath agatonph lambasted capiz visayas mindanao provinces course weekend last tuesday,122.579987/11.24989,capiz
capizneedshelp look impact tropical storm agatonph capiz apparent sky seen aerial photos ace aerials houses buildings still inundated floodwater 9 wednesday lighter homes damaged cuartero capiz,122.752563/11.3446,cuartero capiz
agatonph aftermath department public works highways prohibits crossing toledotabuelansan remegio road barangay jagbuaya tuburan avoid accidents half road section washed flood caused tropical storm agaton,123.944832/10.79067,tuburan 
response request regional disaster risk reduction management council rdrrmc 6 pdrrmo antique way augment rescue operations floodhit areas provinces iloilo capiz pia antique agatonph laginghandaph,122.242104/11.13314,antique
capiz needs help impact tropical storm agatonph capiz apparent sky seen aerial photos ace aerials least 11658 families 55911 individuals affected due tropical storm agaton iloilo atin donation drive victims,122.579987/11.24989,capiz
agatonph caused massive flooding landslides leyte also affected areas visayas,124.552177/11.33877,leyte leyte
hows iloilo leyte capiz today news agatonph,124.552177/11.33877,leyte iloilo
padre burgos community hospital pbch 09615728321 municipal police station 0906899532109985986530 padre burgos fire station 09679176025 coast guard station 09176280465 macrohon macrohon fire station 09770176852 leyteneedshelp baybayneedshelp agatonph,126.071388/10.0325,burgos 
hello news medias celebrities leyte needs help po agatonph leyteneedshelp baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte
donation drives agatonph victims especially baybay leyte 47 people died landslides authorities conducting retrieval operations villages search amp rescue operations still ongoing areas like brgy kantagnos baybay bfp,124.552177/11.33877,leyte leyte
rainfall advisory issued 1100 april 13 2022 remnants low pressure area formerly agatonph bring light moderate rains affecting romblon may persist within 2 3 hours 12,122.284721/12.62532,romblon romblon
capiz needs help look impact tropical storm agatonph capiz apparent sky seen aerial photos ace aerials houses buildings still inundated floodwater 9 wednesday cuartero capiz seanrafio,122.752563/11.3446,cuartero capiz
hello friends shs classmates set donation drive victims agatonph leyte especially baybay city abuyog dire need help asking goodness hearts leytecallforhelp leyteneedhelp baybayneedshelp,124.552177/11.33877,leyte leyte
photos landslide triggered heavy rains brought agatonph buried houses mud village bunga baybay town leyte province april 12 2022 bobbie alota afp leyteneedshelp donate,124.552177/11.33877,leyte leyte
update status jalaur dam moroboro dingle iloilo 900 today april 13 2022 according national irrigation administration nia region 6 water slowly subsides jalaur river agatonph laginghandaph,122.735077/11.07625,dingle iloilo
please use hashtags help leyte leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte
calling donations hoping help many victims agatonph particularly abuyog suffered multiple landslides accepting donations incash inkind residents abuyog leyte greatly affected typhoon agatonph 12,125.149437/10.62223,abuyog leyte
death toll baybay city leyte due agatonph climbs 48 lgu,124.552177/11.33877,leyte leyte
update accessibility roads daang maharlika road tacloban maasin road passable due damageeroded bridge approach b hilusig bridge brgy hilusig leyteneedhelp baybayneedshelp capizneedshelp abuyogneedshelp iloiloneedshelp agatonph,122.484444/10.9444,maasin 
getting enough media coverage assistance please help us share going hometown leyte abscbnnews gmanews agatonph abuyogneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte
